Unnamed: 0,id,name,energy,time,ingredients,recipe,photo,ing_obr,ing_new,Calories,Proteins,Fats,Carbohydrates
53,54,Овсяное печенье с изюмом и кунжутом,"Калории: 193, белки: 4, жиры: 9, углеводы: 25",25 минут,"Мед 50 г
Растительное масло 50 мл
Корица ⅓ чайные ложки
Лимон 1 штука
Корень имбиря 10 г
Овсяные хлопья 200 г
Пшеничная мука 100 г
Кунжутные семечки 30 г
Грецкие орехи 50 г
Изюм 40 г","① Разогреть духовку до 180 градусов. Изюм и грецкие орехи мелко порубить.
② Имбирь натереть на мелкой терке.
③ В небольшом ковшике подогреть сок одного лимона, цедру половины лимона, мед, корицу и натертый имбирь.
④ В миску насыпать овсянку, орехи, изюм, кунжут, добавить растительное масло, муку и подогретый сироп из меда, лимонного сока и специй. Замесить тесто. Овсянку лучше брать самую мелкую, «Экстра» — ту, что варить надо минуты три, не дольше.
⑤ Затем столовой ложкой или руками сформировать печенья и уложить на противень, предварительно проложив его бумагой для запекания.
⑥ Выпекать примерно пятнадцать минут. Перед подачей дать печеньям остыть и подсохнуть.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150615095301/150617164002/p_O.jpg,"['мед', 'растительн', 'масл', '50', 'мл', 'кориц', '⅓', 'чайн', 'ложк', 'лимон', '1', 'штук', 'корен', 'имбир', 'овсян', 'хлоп', 'пшеничн', 'мук', 'кунжутн', 'семечк', 'грецк', 'орех', 'изюм']","['мёд', 'г', 'растительный', 'масло', 'мл', 'корица', '⅓', 'чайный', 'ложка', 'лимон', 'штука', 'корень', 'имбирь', 'г', 'овсяный', 'хлопья', 'г', 'пшеничный', 'мука', 'г', 'кунжутный', 'семечко', 'г', 'грецкий', 'орех', 'г', 'изюм', 'г']",193,4,9,25
54,55,Грибной суп,"Калории: 273, белки: 7, жиры: 17, углеводы: 26",1 час  15 минут,"Свежие грибы 500 г
Сливочное масло 50 г
Вода 2 л
Картофель 5 штук
Морковь 2 штуки
Корень петрушки 1 штука
Репчатый лук 1 головка
Подсолнечное масло 30 мл
Соль по вкусу
Молотый черный перец по вкусу
Лавровый лист 1 штука
Зелень 30 г
Сметана по вкусу","① Для приготовления этого блюда взять любые свежие грибы, почистить их, нарезать пластинками и обжарить с 2 столовыми ложками сливочного масла.
② Обжаренные грибы переложить в кастрюлю, залить 2 л кипятка и варить на слабом огне в течение 30 минут.
③ Нарезать соломкой 5–6 клубней картофеля.
④ Корень петрушки, морковь и луковицу нарезать мелким кубиком.
⑤ Разогреть растительное масло в сковороде и обжарить на нем сначала лук до золотистого цвета.
⑥ Затем добавить корень петрушки и морковь, жарить еще 5–7 минут.
⑦ Овощи добавить в суп, посолить, поперчить, добавить лавровый лист и варить еще 20–30 минут до готовности картофеля.
⑧ В конце добавить мелко нарубленную зелень и снять с огня.
⑨ Подавать суп со сметаной.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/170122183544/211027215446/p_O.jpg,"['свеж', 'гриб', 'сливочн', 'масл', 'вод', '2', 'л', 'картофел', '5', 'штук', 'морков', '2', 'штук', 'корен', 'петрушк', '1', 'штук', 'репчат', 'лук', 'оловк', 'подсолнечн', 'масл', '30', 'мл', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'лавров', 'лист', '1', 'штук', 'зелен', 'смета', 'вкус']","['свежий', 'гриб', 'г', 'сливочный', 'масло', 'г', 'вода', 'л', 'картофель', 'штука', 'морковь', 'штука', 'корень', 'петрушка', 'штука', 'репчатый', 'лук', 'головка', 'подсолнечный', 'масло', 'мл', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'лавровый', 'лист', 'штука', 'зелень', 'г', 'сметана', 'по', 'вкус']",273,7,17,26
55,56,Хек в зеленом чесночном соусе,"Калории: 514, белки: 34, жиры: 40, углеводы: 5",30 минут,"Хек 4 куска
Чеснок 3 зубчика
Рубленая петрушка 3 столовые ложки
Свежий лавровый лист 1 штука
Оливковое масло extra virgin 4 столовые ложки","① Зубчики чеснока очистить и мелко порубить. Листья петрушки тщательно измельчить — из половины не слишком большого пучка должны получиться три полные столовые ложки зелени.
② Разогреть на сковороде на среднем огне четыре столовые ложки оливкового масла. Как только масло нагреется, добавить чеснок, а через пару минут — всю петрушку.
③ Стейки из хека обсушить бумажными полотенцами, слегка посолить и выложить на сковороду так, чтобы они не касались друг друга. Добавить в сковороду лавровый лист.
④ Поджарить рыбу в течение десяти-двенадцати минут, затем аккуратно перевернуть с помощью плоской и тонкой лопатки, придерживая рыбу руками, и жарить с другой стороны еще столько же.
⑤ Готовые стейки выложить на тарелки, полить сверху зеленым чесночным соусом и сразу подавать — лучше всего вместе с молодым вареным картофелем.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131084342/171003154022/p_O.jpg,"['хек', '4', 'куск', 'чеснок', '3', 'зубчик', 'рублен', 'петрушк', '3', 'столов', 'ложк', 'свеж', 'лавров', 'лист', '1', 'штук', 'оливков', 'масл', 'extra', 'virgin', '4', 'столов', 'ложк']","['хек', 'кусок', 'чеснок', 'зубчик', 'рубленый', 'петрушка', 'столовая', 'ложка', 'свежий', 'лавровый', 'лист', 'штука', 'оливковый', 'масло', 'extra', 'virgin', 'столовая', 'ложка']",514,34,40,5
56,57,Тушеная свинина,"Калории: 581, белки: 52, жиры: 34, углеводы: 17",2 часа,"Петрушка по вкусу
Укроп по вкусу
Молотый черный перец по вкусу
Соль по вкусу
Чеснок 2 зубчика
Сметана 100 г
Ржаная мука 2 столовые ложки
Репчатый лук 3 штуки
Томатная паста  3 столовые ложки
Растительное масло 50 мл
Свинина 1 кг","① Мясо нарезать, обжарить, переложить в посуду для тушения.
② Обжарить нашинкованный репчатый лук и добавить к мясу.
③ Залить водой (или мясным бульоном), посолить, поперчить. Тушить в течение часа.
④ В части полученного бульона развести муку. Добавить в кастрюлю с мясом.
⑤ Добавить томатную пасту (можно взять кетчуп). Тушить 20 минут.
⑥ Добавить сметану и довести до кипения. Снять с огня.
⑦ Добавить зелень и чеснок.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/170228210155/210913200452/p_O.jpg,"['петрушк', 'вкус', 'укроп', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'сол', 'вкус', 'чеснок', '2', 'зубчик', 'смета', 'ржан', 'мук', '2', 'столов', 'ложк', 'репчат', 'лук', '3', 'штук', 'томатн', 'паст', '3', 'столов', 'ложк', 'растительн', 'масл', '50', 'мл', 'свинин', '1', 'кг']","['петрушка', 'по', 'вкус', 'укроп', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'соль', 'по', 'вкус', 'чеснок', 'зубчик', 'сметана', 'г', 'ржаной', 'мука', 'столовая', 'ложка', 'репчатый', 'лук', 'штука', 'томатный', 'паста', 'столовая', 'ложка', 'растительный', 'масло', 'мл', 'свинина', 'кг']",581,52,34,17
57,58,Яблочный крамбл,"Калории: 526, белки: 4, жиры: 28, углеводы: 51",30 минут,"Яблоко 3 штуки
Пшеничная мука 175 г
Сахар 80 г
Сливочное масло 200 г
Изюм 50 г
Кальвадос ½ стакана
Корица по вкусу
Ваниль по вкусу","① Яблоки очистить от кожи и нарезать некрупными, но и не слишком мелкими ломтиками. Параллельно замочить изюм в кипятке, смешав его с кальвадосом.
② Растопить немного сливочного масла на сковороде и обжарить яблочные дольки до мягкости. После того как они размякнут, залить их кальвадосом, посыпать корицей и дать постоять на огне, пока алкоголь не выпарится.
③ В отдельной емкости смешать руками муку с сахаром и 175 граммами сливочного масла до комкообразного состояния, выскоблить в тесто содержимое ванильных стручков и добавить корицу.
④ Разложить яблочные дольки по дну формы для запекания, полить жидкостью, оставшейся на сковороде после их жарки, рассыпать поверх яблок изюм и покрыть тестом. Отправить в духовку, разогретую до 210 градусов, на 20 минут. Подавать со взбитыми сливками или с мороженым.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131083347/150731182010/p_O.jpg,"['яблок', '3', 'штук', 'пшеничн', 'мук', 'сахар', 'сливочн', 'масл', 'изюм', 'кальвадос', '½', 'стака', 'кориц', 'вкус', 'ванил', 'вкус']","['яблоко', 'штука', 'пшеничный', 'мука', 'г', 'сахар', 'г', 'сливочный', 'масло', 'г', 'изюм', 'г', 'кальвадос', '½', 'стакан', 'корица', 'по', 'вкус', 'ваниль', 'по', 'вкус']",526,4,28,51
58,59,Ризотто со сливками и сладким перцем,"Калории: 715, белки: 10, жиры: 31, углеводы: 94",20 минут,"Рис 400 г
Сливочное масло 100 г
Сладкий перец 2 штуки
Репчатый лук 1 головка
Чеснок 4 зубчика
Овощной бульон 1,5 л
Херес 100 мл
Сливки 35%-ные 100 мл
Тимьян 4 штуки
Соль по вкусу
Молотый черный перец по вкусу","① Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая.
② Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания.
③ На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным.
④ Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон.
⑤ Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто.
⑥ Подавать, посыпав листочками тимьяна.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/130829212936/130904200031/p_O.jpg,"['рис', 'сливочн', 'масл', 'сладк', 'перец', '2', 'штук', 'репчат', 'лук', 'оловк', 'чеснок', '4', 'зубчик', 'овощн', 'бульон', '1', '5', 'л', 'херес', '100', 'мл', 'сливк', '35', 'ны', '100', 'мл', 'тимья', '4', 'штук', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['рис', 'г', 'сливочный', 'масло', 'г', 'сладкий', 'перец', 'штука', 'репчатый', 'лук', 'головка', 'чеснок', 'зубчик', 'овощной', 'бульон', 'л', 'херес', 'мл', 'сливка', 'ные', 'мл', 'тимьян', 'штука', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",715,10,31,94
59,60,Торт «Прага»,"Калории: 429, белки: 7, жиры: 29, углеводы: 37",2 часа,"Куриное яйцо 6 штук
Яичный желток 1 штука
Пшеничная мука 115 г
Сахар 150 г
Какао-порошок 35 г
Сливочное масло 280 г
Сгущенное молоко 120 г
Ванильный сахар 7 г
Абрикосовый джем 55 г
Шоколад 140 г","① Отделить яичные желтки от белков.
② Шесть желтков взбить с 75 граммами сахарного песка в пышный светлый крем, а белки взбить сначала до плотной консистенции, затем добавить 75 грамм сахара и продолжать взбивать до пышности.
③ Смешать белковую и желтковую массы, всыпать муку, просеянную с 25 граммами какао, тщательно перемешать. Вылить готовую массу в смазанную маслом и присыпанную мукой форму диаметром около 23 см. Печь в духовке, разогретой до 200 градусов, полчаса. Готовый бисквит остудить в форме в течение примерно пяти минут, потом перевернуть на решетку (она нужна для доступа воздуха — чтобы бисквит не «отмок» на тарелке и был сухим). Оставить бисквит на решетке до остывания. Как остынет — завернуть в пищевую пленку.
④ Смешать оставшийся желток с 20 мл воды до однородности, добавить сгущенное молоко, перемешать. Поставить на слабый огонь и варить до загустения. Можно загустить молочно-яичную смесь и на водяной бане. Результат охладить.
⑤ Взбить 200 грамм сливочного масла с ванильным сахаром, добавить в охлажденное сгущеное молоко — добавлять надо понемногу, каждый раз взбивая. В конце взбивания добавить в получившийся крем 10 грамм какао-порошка.
⑥ Бисквит разрезать на три пласта, смазать два из них шоколадным кремом, собрать торт. Джем подогреть, протереть его через сито и обмазать торт.
⑦ Растопить шоколад и 80 грамм масла на водяной бане, полить торт и поставить его в холодильник на полчаса.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/121208021522/190425115132/p_O.jpg,"['курин', 'яйц', '6', 'штук', 'яичн', 'желток', '1', 'штук', 'пшеничн', 'мук', 'сахар', 'кака', 'порошок', 'сливочн', 'масл', 'сгущен', 'молок', 'ванильн', 'сахар', 'абрикосов', 'джем', 'шоколад']","['куриный', 'яйцо', 'штука', 'яичный', 'желток', 'штука', 'пшеничный', 'мука', 'г', 'сахар', 'г', 'какао', 'порошок', 'г', 'сливочный', 'масло', 'г', 'сгустить', 'молоко', 'г', 'ванильный', 'сахар', 'г', 'абрикосовый', 'джема', 'г', 'шоколад', 'г']",429,7,29,37
60,61,Тушеная говядина,"Калории: 394, белки: 30, жиры: 27, углеводы: 10",1 час  45 минут,"Говядина 600 г
Репчатый лук 200 г
Морковь 200 г
Душистый перец горошком 5 штук
Лавровый лист 3 штуки
Паприка 1 чайная ложка
Молотый перец чили по вкусу
Соль по вкусу
Молотый черный перец по вкусу
Растительное масло 30 мл","① Говядину очистить от пленок и жил, если они есть, и нарезать кусочками (произвольно).
② В глубокой сковороде разогреть масло и обжарить говядину.
③ Затем залить мясо стаканом кипятка.
④ Положить душистый перец, лавровый лист, довести до кипения. Тушить на небольшом огне под крышкой примерно 40 минут.
⑤ Лук почистить, нарезать крупными полукольцами, затем разрезать полукольца еще пополам.
⑥ Морковь почистить, нарезать дольками.
⑦ Добавить к мясу лук и морковь. Перемешать.
⑧ Добавить соль и специи. Далее продолжать тушить говядину на маленьком огне под крышкой еще 1 час.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/170228210155/210913195521/p_O.jpg,"['говядин', 'репчат', 'лук', 'морков', 'душист', 'перец', 'горошк', '5', 'штук', 'лавров', 'лист', '3', 'штук', 'паприк', '1', 'чайн', 'ложк', 'молот', 'перец', 'чил', 'вкус', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'растительн', 'масл', '30', 'мл']","['говядина', 'г', 'репчатый', 'лук', 'г', 'морковь', 'г', 'душистый', 'перец', 'горошек', 'штука', 'лавровый', 'лист', 'штука', 'паприка', 'чайный', 'ложка', 'молотый', 'перец', 'чили', 'по', 'вкус', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'растительный', 'масло', 'мл']",394,30,27,10
61,62,Классический грибной жюльен,"Калории: 746, белки: 22, жиры: 59, углеводы: 36",40 минут,"Шампиньоны 100 г
Репчатый лук 2 головки
Пшеничная мука 1 чайная ложка
Сливочное масло 2 столовые ложки
Сливки 50 мл
Твердый сыр 50 г
Соль по вкусу
Молотый черный перец по вкусу","① Измельчить лук и грибы, обжарить с солью и перцем на сливочном масле. Добавить муку и перемешать.
② Разложить грибную смесь по формочкам, залить сливками, посыпать тертым сыром и запекать в духовке при 180 градусах 20–25 минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120214131251/120214131717/p_O.jpg,"['шампиньон', 'репчат', 'лук', 'оловк', 'пшеничн', 'мук', '1', 'чайн', 'ложк', 'сливочн', 'масл', '2', 'столов', 'ложк', 'сливк', '50', 'мл', 'тверд', 'сыр', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['шампиньон', 'г', 'репчатый', 'лук', 'головка', 'пшеничный', 'мука', 'чайный', 'ложка', 'сливочный', 'масло', 'столовая', 'ложка', 'сливка', 'мл', 'твёрдый', 'сыр', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",746,22,59,36
62,63,Торт «Птичье молоко»,"Калории: 566, белки: 5, жиры: 34, углеводы: 61",1 час  40 минут,"Пшеничная мука 140 г
Сливочное масло 350 г
Сахар 400 г
Куриное яйцо 2 штуки
Шоколад 75 г
Сгущенное молоко 100 г
Яичный белок 60 г
Лимонная кислота ½ чайные ложки
Ванильный экстракт 2 мл
Агар-агар 4 г","① Агар-агар замочить в 140 мл воды на два-три часа. Взбить 100 грамм сливочного масла и столько же сахара, добавить яйца,
① мл ванильного экстракта, взбить до однородной консистенции. В полученную массу белого цвета всыпать муку и замесить тесто.
② Выстлать два противня пекарской бумагой, выложить тесто двумя кругами размером с форму для торта. Выпекать коржи при 200 градусах десять минут, подравнять края. Остудить коржи, не снимая с бумаги.
③ Сгущенное молоко и 200 грамм масла комнатной температуры взбить в крем, добавить 1 мл ванильного экстракта и отставить (не в холодильник).
④ Воду с агар-агаром на небольшом огне довести до кипения, непрерывно помешивая лопаткой. Кипятить минуту, добавить 300 грамм сахара, увеличить огонь до среднего, снова довести сироп до кипения и варить еще пару минут, помешивая. Правильность консистенции можно проверить, оторвав лопатку от поверхности сиропа, — за ней должна потянуться тонкая нитка. Дать сиропу остыть.
⑤ Охлажденные белки взбить до устойчивости, добавить лимонную кислоту, взбить белки в плотную массу. Влить в нее тонкой струйкой горячий сироп (белковая масса при этом сильно увеличится в объеме). Взбить до плотности и вмешать миксером на низкой скорости масло со сгущенкой. Как только консистенция станет однородной, суфле готово.
⑥ В форму для торта уложить первый корж, сверху вылить половину суфле. Накрыть ее вторым коржом, залить оставшимся суфле. Поставить торт в холодильник на три-четыре часа, чтобы суфле застыло.
⑦ Растопить шоколад с 50 граммами масла, залить торт шоколадной глазурью. Дать ей застыть в течение получаса и снять с готового торта форму.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/130805160644/131120145155/p_O.jpg,"['пшеничн', 'мук', 'сливочн', 'масл', 'сахар', 'курин', 'яйц', '2', 'штук', 'шоколад', 'сгущен', 'молок', 'яичн', 'белок', 'лимон', 'кислот', '½', 'чайн', 'ложк', 'ванильн', 'экстракт', '2', 'мл', 'агар', 'агар']","['пшеничный', 'мука', 'г', 'сливочный', 'масло', 'г', 'сахар', 'г', 'куриный', 'яйцо', 'штука', 'шоколад', 'г', 'сгустить', 'молоко', 'г', 'яичный', 'белок', 'г', 'лимонный', 'кислота', '½', 'чайный', 'ложка', 'ванильный', 'экстракт', 'мл', 'агар', 'агар', 'г']",566,5,34,61
63,64,"Лапша удон с курицей, вешенками и зеленым луком","Калории: 710, белки: 48, жиры: 18, углеводы: 85",20 минут,"Анис (бадьян) 2 штуки
Лапша удон 400 г
Имбирь 50 г
Куриный бульон 2 л
Чеснок 4 зубчика
Вешенки 200 г
Сладкий перец 1 штука
Перец чили 1 штука
Зеленый лук 100 г
Куриное филе 400 г
Соевый соус 50 мл
Лимон 1 штука
Растительное масло 50 мл","① Разогреть сковородку вок и раскалить в ней растительное масло. На раскаленном масле обжарить нарезанный тонкой соломкой имбирь, нарезанную тонкими ломтиками курицу, нарезанные тонкими ломтиками грибы вешенки и мелко нарубленный чеснок. Итогом трудов должно стать такое состояние куриного мяса и грибов, при котором их уже можно было бы есть без дальнейших приключений. Грибы должны успеть пустить сок. Сок же должен успеть испариться под действием высоких температур, а вешенки обязаны приобрести приятную коричневую корочку и заполонить всю кухню настырным ароматом свежеподжаренных грибов.
② В этот момент надо добавить в сковородку соевый соус, звездочки бадьяна, мелко нарезанный сладкий перец и нарезанный тонкими кольцами перец чили, перемешать, потушить минуту и залить куриным бульоном. Варить суп пять минут.
③ За это время в любой подходящей кастрюльке отварить в подсоленной воде лапшу удон.
④ Снять с огня суп, выжать в него сок лимона, бросить стебли лука, лапшу удон, перемешать и подавать к столу.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150525210126/150609141427/p_O.jpg,"['анис', 'бадья', '2', 'штук', 'лапш', 'удон', 'имбир', 'курин', 'бульон', '2', 'л', 'чеснок', '4', 'зубчик', 'вешенк', 'сладк', 'перец', '1', 'штук', 'перец', 'чил', '1', 'штук', 'зелен', 'лук', 'курин', 'фил', 'соев', 'соус', '50', 'мл', 'лимон', '1', 'штук', 'растительн', 'масл', '50', 'мл']","['анис', 'бадьян', 'штука', 'лапша', 'удон', 'г', 'имбирь', 'г', 'куриный', 'бульон', 'л', 'чеснок', 'зубчик', 'вешенка', 'г', 'сладкий', 'перец', 'штука', 'перец', 'чили', 'штука', 'зелёный', 'лук', 'г', 'куриный', 'филе', 'г', 'соевый', 'соус', 'мл', 'лимон', 'штука', 'растительный', 'масло', 'мл']",710,48,18,85
64,65,Лапша с тыквой и грибами,"Калории: 561, белки: 19, жиры: 25, углеводы: 63",30 минут,"Паста феттучини 500 г
Тыква 300 г
Шампиньоны 200 г
Куриный бульон 500 мл
Сливочное масло 50 г
Чеснок 4 зубчика
Сметана 100 г
Растительное масло 50 мл
Сыр пармезан 50 г
Петрушка 20 г
Соль по вкусу
Молотый черный перец по вкусу","① На растительном масле обжарить мелко нарезанные шампиньоны до золотистой корочки, добавить мелко нарубленный чеснок и обжаривать его вместе с грибами, помешивая, до сильного чесночного запаха. Добавить мелко нарубленной петрушки, перемешать и снять с огня.
② В глубоком сотейнике растопить сливочное масло и обжарить на нем мелко нарезанную мякоть тыквы, посолить, поперчить и жарить еще пять минут, постоянно помешивая. Потом влить бульон, перемешать и варить еще десять минут, после чего добавить сметану, тертый пармезан (25 г), грибы с чесноком, перемешать, сделать огонь минимальным и варить еще десять минут, время от времени, помешивая.
③ В большой кастрюле в подсоленной воде сварить лапшу до состояния аль денте. Смешать ее с тыквенно-грибным соусом и подавать, посыпав свеженатертым пармезаном.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/7/ff/7ff656d3a5c7498fa52359b6d276b169.png,"['паст', 'феттучин', 'тыкв', 'шампиньон', 'курин', 'бульон', '500', 'мл', 'сливочн', 'масл', 'чеснок', '4', 'зубчик', 'смета', 'растительн', 'масл', '50', 'мл', 'сыр', 'пармеза', 'петрушк', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['паста', 'феттучинить', 'г', 'тыква', 'г', 'шампиньон', 'г', 'куриный', 'бульон', 'мл', 'сливочный', 'масло', 'г', 'чеснок', 'зубчик', 'сметана', 'г', 'растительный', 'масло', 'мл', 'сыр', 'пармезан', 'г', 'петрушка', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",561,19,25,63
65,66,Киш лорен со шпинатом,"Калории: 621, белки: 24, жиры: 42, углеводы: 35",50 минут,"Говяжья грудинка 250 г
Шпинат 200 г
Сыр конте 100 г
Морковь 1 штука
Молоко 100 мл
Сметана 35%-ная 200 г
Мускатный орех щепотка
Пшеничная мука 250 г
Куриное яйцо 4 штуки
Сливочное масло 125 г
Яичный желток 1 штука
Вода 2 столовые ложки
Соль по вкусу
Молотый черный перец по вкусу","① Грудинку и морковь нарезать средними кубиками. Шпинат вымыть и крупно нарезать. Сыр натереть на крупной терке.
② На раскаленной сковороде слегка обжарить грудинку, добавить нарезанную морковь и продолжать обжаривать на среднем огне до готовности моркови. Добавить шпинат, снять с огня и закрыть крышкой.
③ Просеять муку, сливочным маслом, солью и растереть руками до состояния крошки. Добавить яичный желток, перемешать, постепенно влить холодную воду (примерно две столовые ложки) и тщательно вымесить. Убрать в холодильник на 30 минут. Раскатать тесто, переложить в форму с бортиками.
④ В миске смешать половину натертого сыра, сметану, молоко, яйца, приправить, как следует перемешать. В миску добавить обжаренную грудинку с морковью и шпинатом, еще раз перемешать, влить в форму с подготовленным коржом, посыпать оставшимся сыром и выпекать при температуре 180 градусов тридцать минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150601195902/150609142004/p_O.jpg,"['говяж', 'грудинк', 'шпинат', 'сыр', 'конт', 'морков', '1', 'штук', 'молок', '100', 'мл', 'смета', '35', 'на', 'мускатн', 'орех', 'щепотк', 'пшеничн', 'мук', 'курин', 'яйц', '4', 'штук', 'сливочн', 'масл', 'яичн', 'желток', '1', 'штук', 'вод', '2', 'столов', 'ложк', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['говяжий', 'грудинка', 'г', 'шпинат', 'г', 'сыр', 'конт', 'г', 'морковь', 'штука', 'молоко', 'мл', 'сметана', 'ная', 'г', 'мускатный', 'орех', 'щепотка', 'пшеничный', 'мука', 'г', 'куриный', 'яйцо', 'штука', 'сливочный', 'масло', 'г', 'яичный', 'желток', 'штука', 'вода', 'столовая', 'ложка', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",621,24,42,35
66,67,Салат с обжаренными томатами,"Калории: 182, белки: 4, жиры: 16, углеводы: 7",10 минут,"Помидоры 400 г
Смесь салатных листьев 75 г
Чеснок 1 зубчик
Натуральный йогурт 200 мл
Оливковое масло 55 мл
Соль по вкусу
Молотый черный перец по вкусу","① Помидоры среднего размера нарезать кольцами толщиной около сантиметра. Разогреть сковороду, влить чуть-чуть оливкового масла и обжарить ломтики томатов до появления корочки, а затем снять с огня.
② Смешать натуральный йогурт с 50 мл оливкового масла. Зубчик чеснока раздавить ножом, разобрать на волокна и мелко нарезать. Добавить нарубленный чеснок к йогурту с маслом, посолить и поперчить по вкусу.
③ Заправить получившимся соусом смесь салатных листьев, украсить кольцами обжаренных томатов и подавать, когда они чуть остынут — или еще горячими, это уже дело вкуса.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/130629211231/130712114123/p_O.jpg,"['помидор', 'сме', 'салатн', 'лист', 'чеснок', '1', 'зубчик', 'натуральн', 'йогурт', '200', 'мл', 'оливков', 'масл', '55', 'мл', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['помидор', 'г', 'смесь', 'салатный', 'лист', 'г', 'чеснок', 'зубчик', 'натуральный', 'йогурт', 'мл', 'оливковый', 'масло', 'мл', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",182,4,16,7
67,68,Котлеты морковные,"Калории: 456, белки: 15, жиры: 20, углеводы: 57",30 минут,"Морковь 1 кг
Молоко ½ стакана
Манная крупа ½ стакана
Панировочные сухари ½ стакана
Куриное яйцо 3 штуки
Сахар 1 чайная ложка
Растительное масло 3 столовые ложки","① Очищенную и промытую морковь тонко нарезать ломтиками или соломкой, сложить в кастрюлю, залить горячим молоком, добавить столовую ложку масла, сахар, соль, накрыть крышкой и тушить до готовности на среднем огне, помешивая, чтобы морковь не пригорела.
② Когда морковь будет готова, посыпать ее манной крупой и, помешивая, варить на слабом огне 8–10 минут.
③ Затем морковь снять с огня, положить в нее яичные желтки, хорошо вымешать и охладить.
④ Из охлажденной массы приготовить котлеты, смочить яичным белком, обвалять в сухарях и обжарить с обеих сторон. Готовые котлеты подать к столу со сметанным или молочным соусом.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/160729115308/200715222929/p_O.jpg,"['морков', '1', 'кг', 'молок', '½', 'стака', 'ман', 'круп', '½', 'стака', 'панировочн', 'сухар', '½', 'стака', 'курин', 'яйц', '3', 'штук', 'сахар', '1', 'чайн', 'ложк', 'растительн', 'масл', '3', 'столов', 'ложк']","['морковь', 'кг', 'молоко', '½', 'стакан', 'манный', 'крупа', '½', 'стакан', 'панировочный', 'сухарь', '½', 'стакан', 'куриный', 'яйцо', 'штука', 'сахар', 'чайный', 'ложка', 'растительный', 'масло', 'столовая', 'ложка']",456,15,20,57
